Year,Month,State,Deforestation_Level,Total_Precipitation_Level,Atmospheric_Pressure_Station_Level,Global_Radiation_Level,Air_Temperature_Level,Max_Air_Temperature_Level,Min_Air_Temperature_Level,Relative_Humidity_Level,Max_Relative_Humidity_Level,Min_Relative_Humidity_Level,Hourly_Wind_Speed_Level,Max_Wind_Gust_Level
2011,1,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Low,High
2011,2,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2011,3,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,Medium
2011,4,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2011,5,AC,High,Low,Low,Medium,Medium,High,Low,Medium,High,Medium,Low,High
2011,6,AC,High,Low,Low,Medium,Medium,High,Low,Medium,High,Low,Low,High
2011,7,AC,High,Low,Low,Medium,Medium,High,Low,Medium,High,Low,Low,High
2011,8,AC,High,Low,Low,Medium,Medium,High,Low,Medium,High,Low,Low,High
2011,9,AC,High,Medium,Low,High,Medium,High,Medium,Medium,High,Low,Low,High
2011,10,AC,High,Medium,Low,Medium,Medium,High,Medium,Medium,High,Medium,Low,High
2011,11,AC,Medium,High,Low,High,Medium,High,Medium,Medium,High,Medium,Low,High
2011,12,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Low,Low,High
2012,1,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Low,Low,High
2012,2,AC,Medium,High,Low,Medium,Low,Low,Medium,Medium,Medium,Low,Low,Medium
2012,3,AC,Medium,High,Low,Medium,Medium,Low,Medium,Medium,Low,Low,Low,Medium
2012,4,AC,Medium,Medium,Low,Medium,Medium,Low,Low,Medium,Low,Low,Low,High
2012,5,AC,High,Low,Low,Medium,Medium,Low,Low,Medium,Low,Low,Low,High
2012,6,AC,Critical,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Low,High
2012,7,AC,Critical,Low,Low,Medium,Low,Low,Low,Low,Medium,Low,Low,Medium
2012,8,AC,Critical,Low,Low,High,Medium,Medium,Low,Medium,Medium,Low,Low,High
2012,9,AC,Critical,Medium,Low,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,High
2012,10,AC,High,High,Low,High,Medium,Medium,Low,Medium,High,Medium,Low,High
2012,11,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2012,12,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,Medium
2013,1,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2013,2,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,Medium
2013,3,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,Medium
2013,4,AC,Medium,Medium,Low,High,Medium,High,Low,Medium,High,Medium,Low,High
2013,5,AC,High,Medium,Low,Medium,Medium,High,Low,Medium,High,Medium,Low,Medium
2013,6,AC,High,Low,Low,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,Medium
2013,7,AC,Critical,Low,Low,Medium,Low,Medium,Low,Low,High,Low,Low,High
2013,8,AC,Critical,Medium,Low,Medium,Medium,Medium,Low,Low,Medium,Low,Low,High
2013,9,AC,High,Medium,Low,High,Medium,High,Low,Medium,High,Low,Low,High
2013,10,AC,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,High
2013,11,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Low,High
2013,12,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Medium,High
2014,1,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,Medium
2014,2,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2014,3,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2014,4,AC,Medium,Medium,Low,Medium,Medium,High,Medium,Medium,High,Medium,Low,Medium
2014,5,AC,High,Medium,Low,High,High,High,Medium,High,High,High,Low,Medium
2014,6,AC,Critical,Low,Low,High,High,Medium,High,High,High,High,High,Low
2014,7,AC,Critical,Medium,Low,High,High,Medium,High,High,Medium,High,High,Low
2014,8,AC,Critical,Medium,Low,High,High,Medium,High,High,Medium,High,High,Low
2014,9,AC,Critical,High,Low,High,High,Medium,High,High,Medium,High,High,Low
2014,10,AC,High,High,Low,High,High,Medium,High,High,Medium,High,High,Low
2014,11,AC,Medium,High,Low,Medium,High,Medium,High,High,Low,High,High,Low
2014,12,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Medium,High
2015,1,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2015,2,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2015,3,AC,Medium,Medium,Low,Low,Low,High,Medium,Medium,High,High,Low,High
2015,4,AC,Medium,Low,Low,Low,Medium,Medium,High,Medium,Medium,High,Low,Low
2015,5,AC,High,Medium,Low,Medium,Medium,High,Medium,High,High,High,Low,Low
2015,6,AC,High,High,Low,High,High,Low,High,High,Medium,High,Low,Low
2015,7,AC,Critical,High,Low,High,High,Low,High,High,Medium,High,Low,Low
2015,8,AC,Critical,High,Low,High,High,Low,High,High,Medium,High,Low,Low
2015,9,AC,High,High,Low,High,High,Low,High,High,Medium,High,Low,Low
2015,10,AC,High,High,Low,High,High,Medium,Medium,High,High,Medium,Low,High
2015,11,AC,Medium,High,Low,High,Medium,High,Medium,Medium,High,High,Low,High
2015,12,AC,Medium,High,Low,High,Medium,High,Medium,Medium,High,High,Low,High
2016,1,AC,Medium,Medium,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2016,2,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2016,3,AC,Medium,Medium,Low,Low,Medium,High,Medium,Medium,High,High,Low,High
2016,4,AC,High,Low,Low,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2016,5,AC,High,Low,Low,Low,Low,Medium,High,Medium,Medium,High,Medium,Low
2016,6,AC,Critical,Low,Low,Low,Low,Medium,High,Low,Low,High,Medium,Low
2016,7,AC,Critical,Low,Medium,Low,Low,Low,High,Low,Low,High,Medium,Low
2016,8,AC,Critical,Low,Medium,Low,Low,Low,High,Low,Low,High,Medium,Low
2016,9,AC,Critical,Low,Medium,Medium,Low,Medium,Medium,Low,Medium,High,Medium,High
2016,10,AC,High,High,Low,High,Medium,Medium,Medium,Medium,High,Medium,Low,High
2016,11,AC,High,Medium,Low,High,Medium,High,Medium,Medium,High,High,Medium,High
2016,12,AC,Medium,High,Low,High,Medium,Medium,Medium,Medium,Medium,High,Medium,High
2017,1,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2017,2,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2017,3,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2017,4,AC,High,High,Low,Medium,Medium,High,Low,Medium,High,Medium,Low,High
2017,5,AC,High,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2017,6,AC,Critical,Low,Low,Medium,Low,High,Low,Low,High,Low,Low,High
2017,7,AC,Critical,Low,Medium,High,Medium,Medium,Low,Medium,Medium,Low,Low,High
2017,8,AC,Critical,Low,Low,High,High,Medium,Medium,High,Medium,Medium,Medium,High
2017,9,AC,Critical,Medium,Low,Medium,Medium,Medium,Low,Medium,Medium,Medium,Low,High
2017,10,AC,High,Low,Low,Low,High,Medium,Medium,High,Medium,High,Low,Medium
2017,11,AC,High,Low,Low,Low,High,Low,High,High,Low,High,Low,Low
2017,12,AC,Medium,Low,Low,Low,High,Low,High,High,Low,High,Low,Low
2018,1,AC,Medium,Low,Low,Low,High,Low,High,High,Low,High,Low,Low
2018,2,AC,Medium,Low,Low,Low,High,Low,High,High,Low,High,Low,Low
2018,3,AC,Medium,Low,Low,Low,High,Low,High,High,Low,High,Medium,Low
2018,4,AC,High,Low,Low,Low,High,Low,High,High,Low,High,Medium,Low
2018,5,AC,High,Low,Low,Low,Medium,Low,High,High,Low,High,High,Low
2018,6,AC,Critical,Low,Low,Low,Medium,Low,High,Medium,Low,High,High,Low
2018,7,AC,Critical,Low,Low,Low,Medium,Low,High,Medium,Low,High,High,Low
2018,8,AC,Critical,Medium,Low,Low,Medium,Medium,Low,Medium,Low,Low,High,High
2018,9,AC,Critical,Medium,Low,High,Medium,Medium,Low,Medium,Medium,Low,Medium,High
2018,10,AC,High,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Low,Medium
2018,11,AC,High,Medium,Low,High,Medium,Medium,High,High,Medium,High,High,Medium
2018,12,AC,Medium,High,Low,High,High,Medium,High,High,Medium,High,High,Low
2019,1,AC,Medium,High,Medium,High,High,Medium,High,High,Medium,High,High,Low
2019,2,AC,Medium,High,Medium,High,High,Medium,High,High,Medium,High,High,Low
2019,3,AC,Medium,High,Medium,High,High,Medium,High,High,Medium,High,Medium,Low
2019,4,AC,High,High,Medium,High,High,Low,High,High,Medium,High,Medium,Low
2019,5,AC,High,High,Medium,High,High,Low,High,High,Medium,High,Medium,Low
2019,6,AC,Critical,High,Medium,High,High,High,Medium,High,Medium,High,Low,Low
2019,7,AC,Critical,Medium,Medium,Medium,Low,Medium,Low,Low,High,Low,Low,Low
2019,8,AC,Critical,Low,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,Low,Low
2019,9,AC,Critical,Medium,Medium,Medium,High,High,Medium,High,High,Medium,Low,Low
2019,10,AC,High,High,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Low,Low
2019,11,AC,High,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2019,12,AC,Medium,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Medium
2020,1,AC,Medium,Medium,Medium,Low,Medium,High,High,Medium,High,High,Low,Low
2020,2,AC,Medium,High,Medium,Low,Medium,High,Medium,Medium,High,High,Low,Medium
2020,3,AC,Medium,Medium,Medium,Low,High,High,High,High,High,High,Low,Low
2020,4,AC,High,Low,Medium,Low,High,High,High,High,Medium,High,Low,Low
2020,5,AC,High,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2020,6,AC,Critical,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2020,7,AC,Critical,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2020,8,AC,Critical,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2020,9,AC,Critical,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2020,10,AC,High,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2020,11,AC,High,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2020,12,AC,Medium,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2021,1,AC,High,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2021,2,AC,High,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2021,3,AC,High,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2021,4,AC,High,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2021,5,AC,Critical,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2021,6,AC,Critical,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2021,7,AC,Critical,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2021,8,AC,Critical,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2021,9,AC,Critical,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2021,10,AC,Critical,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2021,11,AC,High,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2021,12,AC,High,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2022,1,AC,High,Low,Low,Low,High,Medium,High,High,Low,High,Low,Low
2022,2,AC,High,Low,Low,Low,High,Medium,High,High,Low,High,Low,Low
2022,3,AC,High,Low,Low,Low,High,Medium,High,High,Low,High,Low,Low
2022,4,AC,High,Low,Low,Low,High,Medium,High,High,Low,High,Low,Low
2022,5,AC,Critical,Low,Low,Low,High,Medium,High,High,Low,High,Low,Low
2022,6,AC,Critical,Low,Low,Low,High,Medium,High,High,Low,High,Low,Low
2022,7,AC,Critical,Low,Low,Low,High,Medium,High,High,Low,High,Low,Low
2022,8,AC,Critical,Low,Low,Low,High,Low,High,High,Low,Medium,Low,Low
2022,9,AC,Critical,Low,Medium,Low,High,Medium,Medium,High,Medium,Medium,Low,Low
2022,10,AC,Critical,High,Medium,Low,Medium,High,Medium,Medium,High,Medium,Low,Low
2022,11,AC,High,High,Medium,Low,Medium,High,Low,Medium,High,Low,Low,Low
2022,12,AC,High,High,Medium,Low,Medium,High,Medium,Medium,Medium,Medium,Low,Low
2023,1,AC,Medium,High,Medium,Low,Medium,Medium,Medium,Medium,High,High,Low,Low
2023,2,AC,Medium,High,Medium,Low,Medium,High,Medium,Medium,High,Medium,Low,Low
2023,3,AC,Medium,High,Medium,Low,Medium,High,Medium,Medium,High,High,Low,Low
2023,4,AC,Medium,High,Medium,Low,Medium,High,Medium,Medium,High,High,Low,Low
2023,5,AC,High,High,Medium,Low,Medium,High,Medium,Medium,High,High,Low,Low
2023,6,AC,Critical,Low,Medium,Low,Low,High,Low,Low,High,Low,Low,Low
2023,7,AC,Critical,Low,Medium,Low,Medium,High,Low,Medium,High,Medium,Low,Low
2023,8,AC,Critical,Low,Medium,Low,High,Medium,Medium,High,Medium,Medium,Low,Low
2023,9,AC,Critical,Medium,Medium,Low,High,High,Medium,High,High,Medium,Low,Medium
2023,10,AC,High,Medium,Medium,Low,High,High,High,High,High,Medium,Low,Medium
2023,11,AC,Medium,Medium,Medium,Low,High,Medium,Medium,High,High,Medium,Low,Low
2023,12,AC,Medium,High,Medium,Low,Medium,High,Medium,Medium,High,High,Low,Low
2001,1,BA,High,Medium,Medium,High,Medium,Medium,High,Medium,Medium,High,Medium,Low
2001,2,BA,High,Low,Medium,High,High,High,High,High,High,High,Medium,Low
2001,3,BA,High,High,Medium,High,Medium,High,High,High,High,High,Medium,Low
2001,4,BA,High,Medium,Medium,Medium,Medium,High,High,Medium,Medium,High,Medium,Low
2001,5,BA,Critical,High,Medium,Medium,Medium,High,High,Medium,Medium,High,Medium,Medium
2001,6,BA,Critical,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium
2001,7,BA,Critical,High,High,Medium,Low,Medium,Medium,Low,Medium,Medium,High,High
2001,8,BA,Critical,Medium,High,Medium,Low,Medium,Medium,Low,Low,Medium,High,Medium
2001,9,BA,Critical,High,High,Medium,Low,Medium,Medium,Low,Medium,Medium,High,High
2001,10,BA,Critical,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium
2001,11,BA,High,Low,Medium,High,Medium,Medium,High,Medium,High,High,Medium,Medium
2001,12,BA,High,Medium,Medium,High,Medium,Medium,High,Medium,Medium,High,High,Medium
2002,1,BA,High,High,Medium,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium
2002,2,BA,High,Medium,Medium,High,Medium,Medium,Medium,Medium,High,High,Medium,Low
2002,3,BA,High,Medium,Medium,High,High,High,High,High,High,High,Medium,Low
2002,4,BA,High,Medium,Medium,High,Medium,Medium,High,Medium,Medium,High,Medium,Low
2002,5,BA,Critical,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2002,6,BA,Critical,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium
2002,7,BA,Critical,High,High,Medium,Low,Medium,Medium,Low,Medium,Medium,High,High
2002,8,BA,Critical,Medium,High,Medium,Low,Medium,Medium,Low,Medium,Medium,High,High
2002,9,BA,Critical,High,High,Medium,Low,Medium,Medium,Medium,Medium,Medium,High,Low
2002,10,BA,Critical,Low,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2002,11,BA,High,Low,High,High,Medium,Medium,High,Medium,Medium,Medium,High,Low
2002,12,BA,High,Low,Medium,High,High,High,High,High,Medium,High,High,Low
2003,1,BA,High,Low,Medium,High,High,Medium,High,High,Medium,High,High,Low
2003,2,BA,High,Medium,Medium,High,High,High,Medium,High,Medium,High,Medium,Low
2003,3,BA,High,High,Medium,High,High,High,High,High,High,High,Medium,Low
2003,4,BA,High,High,Medium,Medium,Medium,High,High,High,High,High,Low,Low
2003,5,BA,Critical,High,High,Medium,Medium,High,Medium,Medium,High,Medium,Low,Low
2003,6,BA,Critical,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low
2003,7,BA,Critical,High,High,Medium,Low,Medium,Medium,Low,Low,Medium,Medium,Low
2003,8,BA,Critical,Medium,High,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Low
2003,9,BA,Critical,Medium,High,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Low
2003,10,BA,Critical,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2003,11,BA,High,Medium,Medium,High,Medium,Medium,High,Medium,Medium,High,High,Low
2003,12,BA,High,Low,Medium,High,High,High,High,High,High,High,High,Low
2004,1,BA,High,High,Medium,High,High,High,High,High,High,High,Medium,Medium
2004,2,BA,High,High,Medium,High,High,Medium,High,High,Medium,High,Medium,Low
2004,3,BA,High,Medium,Medium,Medium,High,High,High,High,High,High,Medium,Low
2004,4,BA,High,High,Medium,Medium,High,High,High,High,High,High,Medium,Medium
2004,5,BA,Critical,Medium,High,Medium,High,Medium,High,High,Medium,High,Medium,Low
2004,6,BA,Critical,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Low
2004,7,BA,Critical,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2004,8,BA,Critical,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2004,9,BA,Critical,Low,High,High,Medium,Medium,High,Medium,Low,Medium,High,Low
2004,10,BA,Critical,Medium,High,High,High,Medium,High,High,Medium,Medium,High,Low
2004,11,BA,High,High,Medium,High,High,Medium,High,High,Medium,High,High,Medium
2004,12,BA,High,Low,Medium,High,High,Medium,High,High,High,Medium,High,Low
2005,1,BA,High,Low,Medium,High,High,High,High,High,High,Medium,Medium,Low
2005,2,BA,High,High,Medium,Medium,High,High,High,High,High,High,Medium,Medium
2005,3,BA,High,High,Medium,High,High,High,High,High,High,High,Medium,Low
2005,4,BA,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2005,5,BA,Critical,High,High,Medium,High,High,High,High,High,High,High,High
2005,6,BA,Critical,High,High,Medium,Medium,High,High,Medium,Medium,High,High,High
2005,7,BA,Critical,High,High,Medium,Medium,Medium,High,Medium,Medium,Medium,High,High
2005,8,BA,Critical,Medium,High,Medium,Medium,Medium,High,Medium,Medium,Medium,High,Low
2005,9,BA,Critical,Low,High,High,High,Medium,High,High,Medium,Medium,High,Low
2005,10,BA,Critical,Low,High,High,High,High,High,High,High,Medium,High,Low
2005,11,BA,High,Low,Medium,High,High,Medium,High,High,Medium,Medium,High,Low
2005,12,BA,High,Medium,Medium,High,High,High,High,Medium,High,High,High,Low
2006,1,BA,High,Low,High,Low,Medium,Medium,High,Medium,Low,High,Medium,Low
2006,2,BA,High,Medium,High,Low,Medium,Medium,High,Medium,Low,High,Medium,Low
2006,3,BA,High,High,High,Low,Medium,Medium,High,Medium,Low,High,Medium,Low
2006,4,BA,High,High,High,Low,Medium,Low,High,Medium,Low,High,Low,Low
2006,5,BA,Critical,High,High,Medium,High,Low,High,Medium,Low,High,Low,Low
2006,6,BA,Critical,High,High,Medium,High,Medium,High,Medium,Medium,Medium,Low,Medium
2006,7,BA,Critical,Low,High,Medium,Medium,Medium,High,Medium,Medium,Medium,High,Medium
2006,8,BA,Critical,Low,High,High,Medium,Medium,High,Medium,Medium,Medium,High,High
2006,9,BA,Critical,Low,High,High,Medium,Medium,Medium,Medium,Medium,Low,High,Medium
2006,10,BA,Critical,Low,Medium,High,High,Medium,High,High,Medium,Medium,High,Medium
2006,11,BA,High,Medium,Medium,High,High,Medium,High,High,Medium,High,High,Low
2006,12,BA,High,Low,Medium,High,High,Medium,High,High,High,High,High,Low
2007,1,BA,High,Low,Medium,High,High,High,High,High,High,Medium,High,Low
2007,2,BA,High,High,Medium,High,High,High,High,High,High,High,High,Low
2007,3,BA,High,Medium,Medium,High,High,High,High,High,High,High,Medium,Low
2007,4,BA,High,Medium,Medium,Medium,High,High,High,High,High,High,Medium,Low
2007,5,BA,Critical,High,High,Medium,High,Medium,High,High,Medium,Medium,High,High
2007,6,BA,Critical,Medium,High,Low,High,High,High,High,High,High,High,Low
2007,7,BA,Critical,Medium,High,Medium,High,High,Medium,High,High,High,High,High
2007,8,BA,Critical,High,High,High,Low,High,Medium,Low,High,High,High,Medium
2007,9,BA,Critical,Medium,High,High,Low,High,Medium,Low,High,High,High,Low
2007,10,BA,Critical,Medium,High,High,Medium,High,Medium,Medium,High,High,High,Low
2007,11,BA,High,Low,Medium,High,Medium,High,High,Medium,High,High,High,Low
2007,12,BA,High,Low,Medium,Medium,Medium,High,High,Medium,High,High,High,Medium
2008,1,BA,High,Low,Medium,Low,Medium,High,High,Medium,High,High,High,Low
2008,2,BA,High,Low,Medium,Medium,High,High,High,Medium,High,High,Medium,Low
2008,3,BA,High,Low,Medium,High,High,High,High,High,High,High,Medium,Low
2008,4,BA,High,Low,Medium,High,High,High,High,High,High,High,Low,Low
2008,5,BA,Critical,Medium,High,High,Medium,High,High,Medium,High,High,High,Medium
2008,6,BA,Critical,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2008,7,BA,Critical,High,High,Medium,Low,Low,Medium,Low,Low,Medium,High,Medium
2008,8,BA,Critical,Medium,High,Medium,Low,Medium,Medium,Low,Low,Medium,High,Low
2008,9,BA,Critical,Low,High,Low,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2008,10,BA,Critical,Low,High,Low,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2008,11,BA,High,Medium,Medium,Low,Medium,High,High,Medium,Medium,Medium,High,Medium
2008,12,BA,High,Medium,Medium,Low,Medium,Medium,High,Medium,Medium,High,Medium,Low
2009,1,BA,High,Low,Medium,Low,High,Medium,High,High,Medium,High,High,Low
2009,2,BA,High,Medium,Medium,Low,High,High,High,High,High,High,Medium,Low
2009,3,BA,High,Low,Medium,Low,High,High,High,High,High,High,Medium,Low
2009,4,BA,High,Medium,Medium,High,Medium,High,Medium,Medium,High,High,Medium,Low
2009,5,BA,Critical,Low,High,High,Medium,High,Medium,Medium,High,High,High,Medium
2009,6,BA,Critical,Medium,High,High,Medium,Medium,High,Medium,Medium,High,Medium,Low
2009,7,BA,Critical,Medium,High,Medium,Low,Medium,Medium,Low,Medium,High,Medium,Low
2009,8,BA,Critical,Medium,High,Medium,Low,Medium,Medium,Low,Medium,Medium,High,Low
2009,9,BA,Critical,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2009,10,BA,Critical,Medium,Medium,High,Medium,High,Medium,Medium,High,High,High,Low
2009,11,BA,High,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2009,12,BA,High,Low,Medium,High,High,High,High,High,High,High,High,Low
2010,1,BA,High,Medium,Medium,High,High,Medium,High,High,High,High,Medium,Low
2010,2,BA,High,Low,Medium,High,High,High,High,High,High,High,High,Low
2010,3,BA,High,Medium,Medium,High,High,High,High,High,High,High,Medium,Low
2010,4,BA,High,Low,Medium,Medium,Medium,High,High,Medium,High,High,Medium,Medium
